"cpd","compoundclass","ko","referenceAG","compoundname","genesymbol","genename","enzyme_activity"
"C14343","Halogenated","K07408","ATSDR","Trifluralin","CYP1A1","cytochrome P450 family 1 subfamily A1","cytochrome P450"
"C14343","Halogenated","K07408","EPC","Trifluralin","CYP1A1","cytochrome P450 family 1 subfamily A1","cytochrome P450"
"C14343","Aromatic","K07408","WFD","Trifluralin","CYP1A1","cytochrome P450 family 1 subfamily A1","cytochrome P450"
"C14343","Aromatic","K07408","ATSDR","Trifluralin","CYP1A1","cytochrome P450 family 1 subfamily A1","cytochrome P450"
"C14343","Aromatic","K07408","EPC","Trifluralin","CYP1A1","cytochrome P450 family 1 subfamily A1","cytochrome P450"
"C14550","Aromatic","K07408","PSL","4-Nonylphenol","CYP1A1","cytochrome P450 family 1 subfamily A1","cytochrome P450"
"C14550","Aromatic","K07408","EPC","4-Nonylphenol","CYP1A1","cytochrome P450 family 1 subfamily A1","cytochrome P450"
"C14550","Aromatic","K07408","WFD","4-Nonylphenol","CYP1A1","cytochrome P450 family 1 subfamily A1","cytochrome P450"
"C16038","Nitrogen-containing","K07408","IARC2B","2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine","CYP1A1","cytochrome P450 family 1 subfamily A1","cytochrome P450"
"C16038","Aromatic","K07408","IARC2B","2-Amino-1-methyl-6-phenylimidazo[4,5-b]pyridine","CYP1A1","cytochrome P450 family 1 subfamily A1","cytochrome P450"
"C16452","Nitrogen-containing","K07408","IARC1","N'-Nitrosonornicotine","CYP1A1","cytochrome P450 family 1 subfamily A1","cytochrome P450"
"C16452","Aliphatic","K07408","IARC1","N'-Nitrosonornicotine","CYP1A1","cytochrome P450 family 1 subfamily A1","cytochrome P450"
"C18428","Nitrogen-containing","K07408","ATSDR","Diuron","CYP1A1","cytochrome P450 family 1 subfamily A1","cytochrome P450"
"C18428","Nitrogen-containing","K07408","WFD","Diuron","CYP1A1","cytochrome P450 family 1 subfamily A1","cytochrome P450"
"C18428","Nitrogen-containing","K07408","EPC","Diuron","CYP1A1","cytochrome P450 family 1 subfamily A1","cytochrome P450"
